Entity Name,Entity Code,Shade Family,Hex Code,Feature Tag,Color Temperature,Tonality,Room,Popularity,Page Number,Position Number,Latest,Page URL,Complementary Shade 1 - Similar Tone,Similar Tone Hex,Complementary Shade 2 - Recommended Pairing,Recommended Pairing Hex,Complementary Shade 3 - Classic Opposite,Classic Opposite Hex,Complementary Shade 4 - Matched Tonality Opposite,Matched Tonality Opposite Hex,Suggested Wallpaper - Similar Tone,Similar Tone Wallpaper Hex,Suggested Wallpaper Link - Similar Tone,Suggested Wallpaper - Complementary,Complementary Wallpaper Hex,Suggested Wallpaper Link - Complementary,Suggested Texture - Complementary,Complementary Texture Hex,Suggested Texture Link - Complementary,Suggested Texture - Best Aesthetic Match,Best Aesthetic Match Hex,Suggested Texture Link - Best Aesthetic Match
white cameo,L145,off whites,#F7F0E6,Recommended,warm,light,all rooms,26,4,2,2175,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/white-cameo.html,marshland-n (K164),#5F523E,turquoise ocean (X151),#386468,oriental blue (1306),#2E5282,periwinkle tinge-n (K084),#C2D1E4,Ador - Serenade - Princess Border - Pale Brown (AW02VH49N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH49N75.jpg,Magnificent South - Queens Trail - Eucalyptus Blue (W151Z710N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z710N75.jpg,Dune Safari Aberra (IMP1010CMB1007),#A3A7AC,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1010CMB1007.png,Brushstrokes (TXT1009CMB1033),#AECDD0,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1009CMB1033.jpg
crushed ice,L140,off whites,#F3ECDE,,warm,light,all rooms,27,4,3,2174,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/crushed-ice.html,long live olive-n (K170),#72603B,deep indus-i (X181),#356B74,nightfall-n (9659),#404D69,pearly gates (7219),#E1E3E7,Sabyasachi Chapter 2: India Revival Project - Guldasta - Laung (W109WI26S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI26S75.jpg,Magnificent South - Queens Trail - Royal Blue (W151Z711N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z711N75.jpg,Terra Surge (IMP1007CMB1003),#979CB0,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1007CMB1003.png,Brushing (TXT1007CMB1030),#2072A5,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1007CMB1030.jpg
snow blush,L138,off whites,#F4E9DA,Recommended,warm,light,all rooms,28,4,4,2173,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/snow-blush.html,military boots-n (9885),#7C5E39,night at sea (X152),#365C5F,mystic dream (7293),#3D4C60,stratos-n (9645),#DFE6EE,Sabyasachi Chapter 2: India Revival Project - Sunderbans - Sahara Rose Glow (W109WI29S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI29S75.jpg,Magnificent South - Crown Court - Jacobean Blue (W151Z714N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z714N75.jpg,Lithos Jaal-E-Taj (LXE1009CMB1011),#8899AD,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1009CMB1011.jpg,Infinitex Fern (TXT1026CMB1098),#5DA1A9,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1026CMB1098.jpg
harmony,L147,off whites,#F3EADB,,warm,light,all rooms,29,4,5,2172,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/harmony.html,marsh green-n (K169),#7D6639,reef green (7469),#3B585C,royal wave (X143),#434F65,beautiful berry (7218),#CCD3E3,Sabyasachi Chapter 2: India Revival Project - Nishapuri - Laung (W109WI38S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI38S75.jpg,Magnificent South - Absolute Elegance - Ivory (W151Z719N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z719N75.jpg,Dune Halo (LXE1010CMB1005),#9096A0,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1010CMB1005.jpg,Antico (LIC1013CMB1006),#6AC3E9,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1013CMB1006.jpg
macadamia,5184,off whites,#F0E5D6,Recommended,warm,light,all rooms,30,4,6,2171,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/macadamia.html,olive grove (8493),#655745,thicket (7485),#2B5D5F,new moon sky-n (9669),#3F526B,periwinkle tinge-n (K084),#C2D1E4,Sabyasachi Chapter 2: India Revival Project - Sunderbans - Sahara Rose (W109WI44S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI44S75.jpg,Magnificent South - Absolute Elegance - Ocean Blue (W151Z720N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z720N75.jpg,Lithos Dazzle (LXE1012CMB1014),#9BB0C6,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1012CMB1014.jpg,Metallics Canvas (TXT1011CMB1043),#0A8E9A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1011CMB1043.jpg
desert ivory,8020,off whites,#F5E8D9,,warm,light,all rooms,31,4,7,2170,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/desert-ivory.html,preserved olive-n (K121),#554B40,fiji fling-n (9696),#00979B,grand grape (7221),#43505F,oracle (0720),#C2C9D1,Sandtales - Wind and Sand - Sand Neutral (W145Z383N75),#F3E8D1,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z383N75-10x10.jpeg,Magnificent South - Last Maharaja - Eucalyptus Blue (W151Z723N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z723N75.jpg,Velour Classique (LIC1009CMB1011),#B7CBE0,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1009CMB1011.jpg,Stucco Marble (TXT1048CMB1176),#76BDBF,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1048CMB1176.jpg
coral shell,951,off whites,#F7E4CB,,warm,light,all rooms,32,4,8,2169,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/coral-shell.html,dark almond-n (9883),#86663D,hokkaido coast-n (9699),#006E76,pluto (7301),#404F62,morning sky (7249),#A8C4E2,Sabyasachi Chapter 3: Heartland - Vatika - Geeli Mitti (W150Z698S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z698S75.jpg,Magnificent South - Last Maharaja - China Blue (W151Z725N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z725N75.jpg,Lithos Moonwalk (LXE1008CMB1015),#98A6B6,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1008CMB1015.jpg,Stucco Marble (TXT1048CMB1181),#1A87C3,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1048CMB1181.jpg
virgin lace,L107,off whites,#EEE9E2,,warm,light,all rooms,33,5,1,2168,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/virgin-lace.html,moss land (8469),#5B544A,teal dream (X150),#38555D,colonial blue (X144),#3C5370,innocence (7211),#D8DBE7,Sabyasachi Chapter 3: Heartland - Vatika - Geeli Mitti (mica) (W150Z699S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z699S75.jpg,Magnificent South - Noble Earth - Ivory (W151Z727N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z727N75.jpg,Marina (TXT1032CMB1117),#708098,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1032CMB1117.jpg,Antico (LIC1013CMB1007),#41B3D1,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1013CMB1007.jpg
cobbled path,8636,off whites,#F7ECE1,Recommended,warm,light,all rooms,34,5,2,2167,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/cobbled-path.html,dried anjeer-n (9884),#7C5B3A,lake supreme-n (9704),#009396,black sand-n (K294),#474C51,dove blue-n (9649),#A1C5E5,Magnificent South - Absolute Elegance - Teak (W151Z718N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z718N75.jpg,Magnificent South - Noble Earth - Deccan Stone (W151Z728N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z728N75.jpg,Opaco Matt (LIC1011CMB1012),#A4ADB6,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1011CMB1012.jpg,Antico (LIC1013CMB1004),#E1EDED,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1013CMB1004.jpg
rose blush,5232,off whites,#EBE3D9,,warm,light,all rooms,35,5,3,2166,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/rose-blush.html,mocha mousse (8453),#695B4B,ajrakh blue-n (9697),#008B95,blackwater-n (9668),#32567F,globe thistle-n (K083),#CFDCEA,Magnificent South - Last Maharaja - Rosewood (W151Z724N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z724N75.jpg,Magnificent South - Noble Earth - China Blue (W151Z729N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z729N75.jpg,Dune Safari Aberra (IMP1010CMB1007),#A3A7AC,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1010CMB1007.png,Opaco Matt (LIC1011CMB1009),#B7CED3,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1011CMB1009.jpg
mica matte,L142,off whites,#F2EAE1,Recommended,warm,light,all rooms,36,5,4,2165,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/mica-matte.html,autumn twig-n (K187),#795E42,signature teal-n (9692),#007A7D,naval club-n (9647),#305B90,stratos-n (9645),#DFE6EE,Sandtales - Desert Legend - Taupe (W145Z360N75),#C8B8A6,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z360N75-10x10.jpeg,Magnificent South - Splendid Summer - Eucalyptus Blue (W151Z730N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z730N75.jpg,Lithos (LXE1005CMB1014),#9BAABA,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1005CMB1014.jpg,Colourwash (TXT1012CMB1045),#C1D9E3,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1012CMB1045.jpg
peach organza,8028,off whites,#F6ECDF,,warm,light,all rooms,37,5,5,2164,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/peach-organza.html,cozy cabin (8509),#856C4B,aqua love-n (9706),#008490,mystic dream (7293),#3D4C60,periwinkle tinge-n (K084),#C2D1E4,Magnificent South - Jasmine - Coffee (W151Z748N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z748N75.jpg,Magnificent South - Splendid Summer - Peacock Blue (W151Z731N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z731N75.jpg,Metallics Madras Checks (TNB1010CMB1005),#647994,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1010CMB1005.jpeg,Brushstrokes (TXT1009CMB1033),#AECDD0,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1009CMB1033.jpg
natural linen,L132,off whites,#F0E7D4,Recommended,warm,light,all rooms,38,5,6,2163,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/natural-linen.html,brigade green-n (K160),#5A5343,mineral blue (X147),#007791,ganges midnight-n (9635),#455069,beautiful berry (7218),#CCD3E3,Sabyasachi Chapter 4: Paris-Calcutta - Nutmeg White (Mica) (W269LO12S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO12S75.jpg,Magnificent South - Flower Duet - Sandalwood (W151Z734N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z734N75.jpg,Calcecruda Weathered (IMP1002CMB1014),#686E7A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1014.png,Velour Classique (LIC1009CMB1012),#9EC2D6,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1009CMB1012.jpg
sesame seed,L127,off whites,#EEE3CF,,warm,light,all rooms,39,5,7,2162,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/sesame-seed.html,summer grove-n (K181),#635947,sylvan lake-n (9708),#006B7C,nautical mile (X142),#41567C,house of windsor (7227),#CFD4DE,Sabyasachi Chapter 4: Paris-Calcutta - Sandstone (Mica) (W269LO17S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO17S75.jpg,Magnificent South - Flower Duet - China Blue (W151Z735N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z735N75.jpg,Dune Halo (LXE1010CMB1005),#9096A0,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1010CMB1005.jpg,Dune Halo (LIC1012CMB1011),#1397CB,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1012CMB1011.jpg
lovely lace,L131,off whites,#EEE1CB,,warm,light,all rooms,40,5,8,2161,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/lovely-lace.html,pepper verde-n (K179),#6D614C,island retreat-n (9707),#00798A,sailor’s stripes-n (9643),#415273,berry blush (7217),#B8C3E2,Sabyasachi Chapter 4: Paris-Calcutta - Paisley - Sharbat Rose (W269LO25S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO25S75.jpg,Magnificent South - Distant Land - Jacobean Blue (W151Z738N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z738N75.jpg,Marina (TXT1032CMB1117),#708098,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1032CMB1117.jpg,Colourwash (TXT1012CMB1049),#2F98AD,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1012CMB1049.jpg
crescent,7948,off whites,#F7F0DD,,warm,light,all rooms,41,6,1,2160,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/crescent.html,gherkin green-n (9860),#937A36,caspian waters-n (9674),#007BA1,pantry plum (7229),#484C56,hyacinth mist (7210),#C8CEE4,Sabyasachi Chapter 4: Paris-Calcutta - Tourmaline (W269LO36S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO36S75.jpg,Magnificent South - Petal Art - Eucalyptus Blue (W151Z741N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z741N75.jpg,Terra Surge (IMP1007CMB1003),#979CB0,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1007CMB1003.png,Stucco Mirror (LIC1010CMB1006),#80ABB9,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1010CMB1006.jpg
thick cream,7860,off whites,#F4EED9,,warm,light,all rooms,42,6,2,2159,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/thick-cream.html,moss mud-n (9853),#62593C,moonlight river-n (9684),#2B5971,ladakh nights-n (9636),#3D4255,lilac ribbon-n (9632),#C7CDE7,Ador - Serenade - Princess - Ballerina Pink (AW02VH05N75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH05N75.jpg,Magnificent South - Grand Garden - Green Velvet (W151Z750N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z750N75.jpg,Infinitex Terra Crescent (IMP1005CMB1003),#83889C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1005CMB1003.png,Brushing (TXT1007CMB1030),#2072A5,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1007CMB1030.jpg
cream,307,off whites,#F1E3C8,,warm,light,all rooms,43,6,3,2158,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/cream.html,olive hill-n (K178),#6A5E47,peacock blue-n (0161),#006A7E,sharp navy-n (9642),#3B4F7D,violet vista (7226),#B7BFD3,Sabyasachi Chapter 4: Paris-Calcutta - Amber (Mica) (W269LO42S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO42S75.jpg,Replay - Pulse - Baby Blue (W159XE10N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE10N75-10x10.jpeg,Calcecruda Rustic (IMP1001CMB1014),#616773,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1014.png,Antico (LIC1013CMB1006),#6AC3E9,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1013CMB1006.jpg
puppy love,3203,browns,#ECDEC6,Recommended,warm,light,all rooms,44,6,4,2157,https://www.asianpaints.com/colour-catalogue/brown-wall-colours/puppy-love.html,gold mine (7885),#A98345,dancing peacock-n (9690),#00647A,night swimming-n (9655),#384251,house of windsor (7227),#CFD4DE,Ador - Serenade - Spring Day - Teal (AW02VH07N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH07N75.jpg,Replay - Torrent - Jet Grey (W159XE17N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE17N75-10x10.jpeg,Calcecruda Weathered (IMP1002CMB1013),#7C8999,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1013.png,Infinitex Fern (TXT1026CMB1098),#5DA1A9,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1026CMB1098.jpg
buttercream-n,L188,browns,#E7DCC3,,warm,light,all rooms,45,6,5,2156,https://www.asianpaints.com/colour-catalogue/brown-wall-colours/buttercream-n.html,bravo (8429),#565147,blue dome (7405),#00637D,tar road (8245),#47484B,violet pond (7209),#BAC2E1,Ador - Serenade - Fine Flower - Green Apple (AW02VH15N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH15N75.jpg,Replay - Dandelions - Pale Blue (W159XE18N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE18N75-10x10.jpeg,Argilla Earth (MSC1014CMB1009),#81848D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/MSC1014CMB1009.jpg,Stucco Marble (TXT1048CMB1181),#1A87C3,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1048CMB1181.jpg
light butter-n,L189,browns,#E7D5B9,Recommended,warm,light,all rooms,46,6,6,2155,https://www.asianpaints.com/colour-catalogue/brown-wall-colours/light-butter-n.html,stone creek (8461),#685E50,polished blue (X149),#007681,convent blue-n (9634),#536684,ice cube (7233),#B0BAC8,Ador - Serenade - Cottage Rose - Powder Blue (AW02VH20N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH20N75.jpg,Replay - Rush - Aqua Blue (W159XE26N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE26N75-10x10.jpeg,Lithos Jaal-E-Taj (LXE1009CMB1011),#8899AD,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1009CMB1011.jpg,Delta (TXT1021CMB1078),#107B8A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1021CMB1078.jpg
dawn dew-n,L190,browns,#E4D6C0,,warm,light,all rooms,47,6,7,2154,https://www.asianpaints.com/colour-catalogue/brown-wall-colours/dawn-dew-n.html,riverbed sand (8462),#766D5E,deep firozi-i (X164),#006982,istanbul blue-n (9640),#49689E,oracle (0720),#C2C9D1,Ador - Serenade - Cottage Rose - Green Apple (AW02VH22N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH22N75.jpg,Replay - Rush - Navy Blue (W159XE29N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE29N75-10x10.jpeg,Velour Classique (LIC1009CMB1011),#B7CBE0,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1009CMB1011.jpg,Metallics Canvas (TXT1011CMB1043),#0A8E9A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1011CMB1043.jpg
cold coffee,L129,browns,#E6D6BE,Recommended,warm,light,all rooms,48,6,8,2153,https://www.asianpaints.com/colour-catalogue/brown-wall-colours/cold-coffee.html,coffee almond-n (9882),#A8814A,deep turquoise (7501),#006F69,oriental blue (1306),#2E5282,morning sky (7249),#A8C4E2,Ador - Serenade - Cottage Leaf - Green Apple (AW02VH29N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH29N75.jpg,Replay - Sky Dance - Berry Blue (W159XE31N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE31N75-10x10.jpeg,Lithos Moonwalk (LXE1008CMB1015),#98A6B6,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1008CMB1015.jpg,Bandhej (TNB1001CMB1006),#297E8D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1001CMB1006.jpeg
mellow orange,8004,off whites,#F7F0E3,,warm,light,all rooms,49,7,1,2152,https://www.asianpaints.com/colour-catalogue/off-white-wall-colours/mellow-orange.html,wolf lichen-n (K166),#8F743C,lineage (7189),#4F4D5A,royal wave (X143),#434F65,pearly gates (7219),#E1E3E7,Ador - Serenade - Make Your Mark - Forest Green (AW02VH38N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH38N75.jpg,Replay - Tempest - Ocean Blue (W159XE34N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE34N75-10x10.jpeg,Lithos Dazzle (LXE1012CMB1014),#9BB0C6,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1012CMB1014.jpg,Stucco Mirror (LIC1010CMB1005),#9AC0DC,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1010CMB1005.jpg
